Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
409285000,11500,509695,QuintaNormal,Hoevel4548y4558,7,4,384.0,732.0,3,11700213,
105000000,2950,130760,PedroAguirreCerda,Rucalhue,2,1,112.0,145.0,1,10894299,Legales y Propiedades SpA
128124000,3600,159557,EstaciónCentral,AvenidaLasParcelas,3,1,59.0,243.0,2,10257635,Propiedadesrs
75000000,2107,93400,Colina,PasajeGonzaloRojas,3,1,103.0,73.0,1,9232092,Patricio Gajardo propiedades
53000000,1489,66002,Colina,HernánDíazArrieta2820,2,1,57.0,67.0,1,7085397,Patricio Gajardo propiedades
94000000,2641,117061,EstaciónCentral,Avenida5deAbril,2,1,72.0,131.0,0,7586371,Patricio Gajardo propiedades
75000000,2107,93400,Colina,GabrielaMistral/PabloNeruda,3,1,70.0,80.0,2,11688480,Patricio Gajardo propiedades
105000000,2950,130760,LaFlorida,SanCristóbalTres,2,1,50.0,120.0,1,12229303,Gesinprop Gestión Inmobiliaria
76000000,2135,94645,Maipú,PasajeJosédeMoraleda,3,1,72.0,72.0,1,12223374,Gesinprop Gestión Inmobiliaria
76000000,2135,94645,Maipú,Matías,3,1,46.0,90.0,1,12221068,Gesinprop Gestión Inmobiliaria
90000000,2529,112080,Maipú,LasTinajas&QuintaVergara,3,1,100.0,134.0,3,12188657,Gesinprop Gestión Inmobiliaria
75000000,2107,93400,SanBernardo,ValledelAconcagua,3,2,50.0,88.0,1,12187463,Gesinprop Gestión Inmobiliaria
153037000,4300,190582,Maipú,Merlin,3,2,98.0,130.0,2,12187364,Gesinprop Gestión Inmobiliaria
132000000,3709,164384,QuintaNormal,SalvadorGutiérrez&Jujuy,4,1,69.0,200.0,2,8493024,Paula Vivanco Arenas
199000000,5591,247821,Santiago,Cuevas,7,3,162.0,185.0,0,12155606,Todo Propiedades
373695000,10500,465374,LaFlorida,JoséMiguelCarrera,7,3,173.0,850.0,3,7850911,
480000000,13487,597758,LaFlorida,Altomacul,5,6,240.0,600.0,2,6474890,Inmobiliaria Barrio Nuevo SpA
142000000,3990,176837,Santiago,Sandaniel,3,2,100.0,163.0,2,12065162,
295397000,8300,367867,LaFlorida,CaminodelaNaturaleza,3,3,105.0,280.0,2,10765504,Ecorredores Gestion Inmobiliaria
391490000,11000,487534,LaFlorida,Cam.LasCumbres6790,5,3,150.0,400.0,2,10105612,Ecorredores Gestion Inmobiliaria
1210060000,34000,1506924,LasCondes,Laforesta,5,5,360.0,1150.0,4,10080545,
160155000,4500,199446,Lampa,AvenidaLaMontañaSur4149,3,3,80.0,156.0,2,8677005,Behouse
129903500,3650,161773,Lampa,AvenidaLaHacienda,3,2,68.0,221.0,1,7850612,Behouse
75000000,2107,93400,Quilicura,Riocachapoal,2,2,70.0,78.0,0,11426067,Propital
50000000,1405,62267,PuenteAlto,CerroParedones,3,1,31.0,73.0,0,11988681,Cgs Corretaje Inmobiliario Spa
175000000,4917,217933,Santiago,RíoTrancura,3,3,94.0,191.0,4,11840169,
150000000,4215,186800,QuintaNormal,NuevaImperial,2,1,96.0,247.0,1,11933894,Cgs Corretaje Inmobiliario Spa
160000000,4496,199253,SanBernardo,AltoJahuel,3,2,91.0,268.0,2,11915330,Legales y Propiedades SpA
75000000,2107,93400,LaPintana,VioletaParra,3,1,62.0,88.0,1,9449460,Legales y Propiedades SpA
75000000,2107,93400,LaPintana,PoetaRamóndelValle,3,2,90.0,80.0,1,9630711,Legales y Propiedades SpA
160000000,4496,199253,PuenteAlto,Colombia,5,2,165.0,315.0,1,9881681,Legales y Propiedades SpA
302728540,8506,376997,PuenteAlto,LaParroquia,2,1,83.0,1000.0,4,10930652,Legales y Propiedades SpA
266925000,7500,332410,QuintaNormal,TadeoVargas,4,3,198.0,354.0,1,11588945,
180000000,5058,224159,Santiago,Vichuquén,3,2,79.0,114.0,0,11791851,Corredora Fuentes Propiedades
120000000,3372,149440,Santiago,LebuOriente,4,1,131.0,138.0,2,11841421,
239000000,6715,297634,Santiago,Avenida10deJulioHuamachuco,5,4,250.0,190.0,1,7756750,Todo Propiedades
444519100,12490,553573,Huechuraba,SantaMartadeHuechuraba,5,5,156.0,530.0,4,11831081,Giordano Propiedades
125000000,3512,155666,Maipú,DaríoPobleteNúñez,3,2,80.0,100.0,2,11607101,dalet propiedades
65129700,1830,81108,SanBernardo,Sta.Ines3481,3,1,52.0,75.0,1,11824596,Rodrigo Cañas de la Cerda Propiedades
115000000,3231,143213,Maipú,Aracari389,3,1,76.0,120.0,2,11786572,Silvana Guillen Propiedades
261586500,7350,325762,SanMiguel,BartoloSoto,3,3,113.0,130.0,1,7971519,Good Property
266569100,7490,331967,Ñuñoa,Av.JoséPedroAlessandri1625,4,3,109.0,119.0,1,7971620,Good Property
160000000,4496,199253,LaFlorida,LosGeranios70,3,1,84.0,200.0,2,11013162,
160155000,4500,199446,Lampa,Lamontañasur,3,2,88.0,158.0,3,11788723,Peralta Propiedades SpA
259807000,7300,323545,SanMiguel,QuintaAvenida,5,2,200.0,300.0,3,11750010,Giordano Propiedades
115000000,3231,143213,LaGranja,VillalosPensamientos,3,2,61.0,163.0,2,9694714,
282940500,7950,352354,Pudahuel,AvenidaLasFlores,3,3,145.0,454.0,2,6059114,Tzanis Propiedades
140580500,3950,175069,Maipú,PasajeSantaNidia,4,3,160.0,162.0,2,10500128,Gesinprop Gestión Inmobiliaria
121000000,3400,150685,Maipú,Ptovelero,3,2,100.0,136.0,1,10733354,Gesinprop Gestión Inmobiliaria
139000000,3906,173101,Maipú,Lastorres,5,2,127.0,112.0,2,10571335,alejandra escanilla garrido
91000000,2557,113325,Maipú,Elsurazo,3,1,55.0,100.0,1,11630172,alejandra escanilla garrido
190406500,5350,237119,Independencia,PasajeLeonorCepeda,5,2,120.0,240.0,0,9679579,Hudson Propiedades
140580500,3950,175069,Buin,ComercianteArmandoPérezCarrasco165,4,2,101.0,168.0,2,10221099,Ambiento Propiedades
333834200,9380,415734,Pudahuel,losrododendrosponiente,4,3,160.0,400.0,2,10370614,Tzanis Propiedades
252689000,7100,314681,Peñalolén,QuebradadeMacul,4,3,112.0,196.0,2,9462617,
85000000,2388,105853,Talagante,VillaEsperanza,2,2,80.0,138.0,1,9225401,
85000000,2388,105853,LaFlorida,LaFlorida,2,1,65.0,85.0,1,6425368,Difusion Propiedades
184356200,5180,229584,Quilicura,PasajeSantaMagdalenaQuilicur,3,2,90.0,149.0,2,9743065,Behouse
238453000,6700,296953,Pudahuel,LaEsperanza,3,3,110.0,190.0,1,7146910,Tzanis Propiedades
309633000,8700,385595,Pudahuel,LosAlmendros,5,3,165.0,400.0,2,7016500,Tzanis Propiedades
190406500,5350,237119,Maipú,CondominioLasCatalpas2,4,4,130.0,130.0,1,6992761,Tzanis Propiedades
347002500,9750,432133,Pudahuel,Efeso,4,3,140.0,550.0,2,8201406,Tzanis Propiedades
291838000,8200,363435,Pudahuel,CerrodeloAguirre,3,3,130.0,300.0,3,10653655,Tzanis Propiedades
293617500,8250,365651,Pudahuel,LosAbedules,3,3,125.0,850.0,2,9951428,Tzanis Propiedades
297176500,8350,370083,Pudahuel,Callenuevaunosur,4,3,120.0,420.0,2,9644944,Tzanis Propiedades
241656100,6790,300942,Pudahuel,EsterodelCobre,3,3,130.0,170.0,1,10930337,Tzanis Propiedades
533850000,15000,664819,LaFlorida,LaFlorida,16,12,389.0,890.0,3,2988676,Difusion Propiedades
180000000,5058,224159,Maipú,LasNaciones,5,3,136.0,153.0,2,9274473,
168000000,4720,209215,PadreHurtado,CaminoBajosdeSta.Cruz342,4,3,130.0,180.0,2,10340252,
109900000,3088,136862,Maipú,Pje.ArmandoCortinez345,3,2,85.0,120.0,1,10340294,
160000000,4496,199253,PuenteAlto,CondominioJardinesdeLasVizcachas,3,3,85.0,180.0,2,6359377,Carolina Martinez Propiedades
155000000,4355,193026,Tiltil,Tiltil,7,3,250.0,1000.0,8,3776733,Difusion Propiedades
444875000,12500,554016,LoBarnechea,ElRodeo-NidodeAguilas,6,4,176.0,275.0,2,2652853,Bello Propiedades Gestión Inmobiliaria
153037000,4300,190582,Maipú,CalleSantaNidia,4,3,107.0,145.0,0,4003310,
136000000,3821,169365,SanBernardo,CondominioBarriónuevodenos,3,3,92.0,148.0,1,9060758,G A M P. Propiedades
119000000,3344,148194,Maipú,Elsurazo,5,2,113.0,108.0,2,8805661,alejandra escanilla garrido
135000000,3793,168120,Maipú,SantaBerta,4,3,93.0,124.0,0,9142610,alejandra escanilla garrido
270484000,7600,336842,LaFlorida,Sta.Delia7718,5,3,152.0,200.0,3,7806625,
175000000,4917,217933,Maipú,RamayanacercaMetroPlazaMaipu,4,2,110.0,130.0,3,3995128,Sucasa Gestión Inmobiliaria
391490000,11000,487534,Providencia,MiguelClaro1950,4,2,229.0,248.0,2,9542577,Sucasa Gestión Inmobiliaria
325000000,9132,404732,Buin,Maipú490,4,2,127.0,450.0,4,9379847,
85000000,2388,105853,Santiago,Carpay984,4,2,70.0,80.0,1,11572248,
354120500,9950,440997,Colina,Sta.Elena278,3,3,118.0,350.0,3,9196861,Behouse
81857000,2300,101939,PadreHurtado,pasajenarciso1809,3,2,53.0,65.0,1,10851413,
165000000,4636,205479,PuenteAlto,Neculan,4,2,110.0,150.0,2,7469698,
162000000,4552,201743,PuenteAlto,Mapulemu,3,2,80.0,140.0,1,9861911,
1032110000,29000,1285318,LaReina,PalmasdeMallorca,7,6,260.0,700.0,4,9364512,
426724100,11990,531412,Huechuraba,ElCarmen,4,3,170.0,450.0,5,11435116,Giordano Propiedades
153037000,4300,190582,Conchalí,Av.CardenalJoséMaríaCaro3638,5,2,248.0,292.0,2,6715809,Paz  Legal & Home
130000000,3653,161893,Lampa,ValleGrande,2,1,60.0,100.0,3,10895192,Paz  Legal & Home
177950000,5000,221606,Maipú,Huenteno,5,3,100.0,166.0,2,9546935,
188627000,5300,234903,Peñaflor,CondominioSol,3,3,90.0,120.0,3,9978976,
305718100,8590,380720,Huechuraba,ElSauce,4,4,140.0,250.0,3,11429525,Giordano Propiedades
444839410,12499,553972,Huechuraba,SantaMartadeHuechuraba,5,5,180.0,580.0,5,7971323,Mpm Propiedades Limitada
115000000,3231,143213,ElMonte,IgnacioPalmaVicuña218,3,3,100.0,170.0,2,11440454,Propital
316751000,8900,394460,Ñuñoa,DoctorGenaroBenavides,4,3,145.0,285.0,3,11433288,
261195010,7339,325274,Providencia,DiegodeAlmagroconSuecia,4,3,94.0,104.0,1,11425958,Propital
40000000,1124,49813,Santiago,JuanMartínezdeRozas2454,3,1,37.0,32.0,0,11423079,Rosario
99000000,2782,123288,Macul,JorgeGonzálezBastías4215,2,1,70.0,128.0,1,9630477,Rosario
56000000,1573,69738,PedroAguirreCerda,Pje.43276,3,1,65.0,70.0,0,9630592,Rosario
709308700,19930,883323,Santiago,Sta.Elena1130,7,3,3467.0,752.0,4,10721217,
571895710,16069,712199,Ñuñoa,Hannoverconestrellasolitaria,6,2,157.0,408.0,6,11417583,Propital
150000000,4215,186800,Peñalolén,Peñalolén,5,4,130.0,175.0,3,6211455,Difusion Propiedades
320310000,9000,398892,Buin,AltoSacramento,4,3,188.0,350.0,6,11381269,
198000000,5563,246575,EstaciónCentral,EstaciónCentral,7,3,180.0,120.0,2,5395066,Difusion Propiedades
601471000,16900,749030,Colina,CondominioCanquénNorte,4,3,270.0,580.0,4,9752751,Sucasa Gestión Inmobiliaria
137000000,3849,170610,Conchalí,SeisPoniente,6,2,156.0,192.0,1,5093646,Ascaim Propiedades
137021500,3850,170637,PuenteAlto,LosCastaños1059,3,1,85.0,185.0,2,11338850,Ambiento Propiedades
183500000,5156,228518,SanBernardo,CondominioParqueBalmaceda,4,3,108.0,182.0,2,3513793,Balance
560000000,15735,697385,Buin,Calleelbosque,6,3,550.0,2000.0,3,5857769,Sucasa Gestión Inmobiliaria
265000000,7446,330012,Macul,Av.Marathon2400,4,2,144.0,221.0,3,7580054,Sucasa Gestión Inmobiliaria
134530200,3780,167534,Maipú,Av.BosqueAlto3129,3,3,76.0,118.0,2,9231182,Ambiento Propiedades
354000000,9947,440847,CaleradeTango,SanJosédeTango,3,3,218.0,5000.0,6,8310493,G A M P. Propiedades
150000000,4215,186800,Independencia,LongitudinalSeis1223,3,1,76.0,145.0,1,11010819,
120000000,3372,149440,Maipú,Berkley,4,1,170.0,220.0,1,10801762,
135242000,3800,168421,Buin,PastorPoncianoYañez,3,2,89.0,212.0,2,8620279,Ambiento Propiedades
138089200,3880,171967,PadreHurtado,FernandoMuñozRojas1133,3,2,74.0,140.0,1,11252860,
75900000,2133,94521,LaFlorida,SantaJulia,6,2,110.0,154.0,1,10563501,Intermedia Propiedades
533850000,15000,664819,LasCondes,DomingoBondi/AlonsodeCamargo,4,2,170.0,468.0,3,11212213,Lorraine Landon Propiedades
80000000,2248,99626,PadreHurtado,Sanbenedictino52villaSantafe,5,3,106.0,168.0,2,10223385,
142360000,4000,177285,Lampa,LaMontañaNte.3650,3,3,84.0,133.0,2,8722194,Behouse
77799740,2186,96886,SanBernardo,RinconadadeNos,2,1,78.0,70.0,2,10633223,Hernán Arriagada
179729500,5050,223823,LaFlorida,Casaenpasajecerrado,3,2,92.0,179.0,2,9141583,Punto Exacto Corredora de Propiedades Ltda.
138801000,3900,172853,EstaciónCentral,MigueldeCervantes,3,1,77.0,171.0,1,9023136,Sp Rios Propiedades
960930000,27000,1196675,LaFlorida,Lientur,4,4,182.0,1600.0,5,3002413,Sp Rios Propiedades
925340000,26000,1152354,Santiago,AvenidaRicardoLyon/DiegodeAlmagro,5,3,254.0,490.0,4,11083332,Lorraine Landon Propiedades
115000000,3231,143213,PedroAguirreCerda,Alhué3004,4,2,90.0,100.0,1,10090797,Arévalo Propiedades
102641560,2884,127823,PuenteAlto,Abtao,3,1,61.0,108.0,2,11066473,Bissac
65500000,1840,81569,Paine,ParqueNacionalAltosdeLircay,2,1,54.0,97.0,1,11029691,
115000000,3231,143213,Paine,LasAcacias112,3,1,60.0,1164.0,0,9464865,
462670000,13000,576177,Peñalolén,AlvaroCasanova355,4,3,140.0,260.0,2,11011207,Samsara Propiedades y Asesorías
72000000,2023,89664,PadreHurtado,VillaParquedelSol,3,2,65.0,90.0,1,9643153,Mauro Propiedades
140000000,3934,174346,PuenteAlto,CalleCardenalFresno,3,3,92.0,172.0,4,7675587,Mauro Propiedades
252333100,7090,314238,SanBernardo,VolcánPomerape.,3,2,83.0,750.0,6,10957028,Propiedades Abarca
409285000,11500,509695,LaReina,PríncipedeGales,5,4,150.0,250.0,2,10953746,
115952220,3258,144399,SanBernardo,PasajeRemi,3,2,63.0,107.0,2,10730488,Propiedades Abarca
242012000,6800,301385,Peñalolén,AlbertoOrregoLuco,3,2,98.0,227.0,2,10916394,Lorraine Landon Propiedades
210000000,5901,261519,LaFlorida,Sinaí,4,2,153.0,173.0,2,6558925,Paz  Legal & Home
206422000,5800,257064,Buin,AltoSacramento,4,3,130.0,216.0,2,8631344,
97000000,2725,120797,Maipú,NemesioAntunez,3,3,79.0,106.0,2,7726360,
295397000,8300,367867,LaCisterna,Pintados180,5,2,150.0,330.0,3,10878080,Rodrigo Cañas de la Cerda Propiedades
75000000,2107,93400,Melipilla,entretacnaconyungaymelipilla,3,1,43.0,198.0,2,8876766,Paula Vivanco Arenas
320310000,9000,398892,LaFlorida,¡Miraesto!¡Esespectacular!RojasMagallanes,4,4,177.0,259.0,3,4870914,Punto Exacto Corredora de Propiedades Ltda.
125000000,3512,155666,Macul,Montevideo,3,1,81.0,160.0,3,8174557,Novavista
105000000,2950,130760,LaReina,Cordillera,4,1,70.0,135.0,1,6128942,Novavista
480465000,13500,598337,Colina,PortalLosMaitenes,3,3,167.0,400.0,3,9531622,Tym Corredoras
252689000,7100,314681,LaFlorida,EnriqueOlivaresconAlicahue,4,2,100.0,240.0,2,10697355,
323869000,9100,403324,Colina,CaminodelMimo,5,4,139.0,330.0,2,10686291,
373695000,10500,465374,SanBernardo,Eyzaguirre1210,10,4,200.0,662.0,8,10680700,
227000000,6378,282690,Quilicura,ValleLoCampino,5,3,178.0,216.0,1,9742504,G A M P. Propiedades
151257500,4250,188366,Independencia,Gral.Saavedra1324,7,2,197.0,225.0,0,9555440,Román Propiedades
266925000,7500,332410,LaFlorida,CascadadelaPalomaSur,3,3,121.0,290.0,2,10656285,Samsara Propiedades y Asesorías
143000000,4018,178082,Recoleta,DoctorSoterodelRío&Huasco,4,2,160.0,300.0,2,7755357,Navacasa Propiedades
75000000,2107,93400,PuenteAlto,PedroNúñezFernández,2,1,56.0,80.0,2,9634508,
69500000,1953,86550,Buin,SanFélix129,2,1,54.0,82.0,1,9552084,
140000000,3934,174346,PuenteAlto,SanExpedito,3,2,90.0,110.0,1,10199601,
907545000,25500,1130193,LoBarnechea,LasPataguas,5,6,320.0,1040.0,6,10572453,
75000000,2107,93400,PadreHurtado,Villacentenario,2,1,60.0,90.0,1,10371383,Propiedades Coda
120000000,3372,149440,Peñaflor,DonVicente,3,3,130.0,150.0,2,10371607,Propiedades Coda
64500000,1812,80324,PuenteAlto,SargentoMenadier,5,2,130.0,115.0,2,10563302,Intermedia Propiedades
79000000,2220,98381,EstaciónCentral,Anay,3,2,80.0,160.0,1,8723620,Arévalo Propiedades
205000000,5760,255293,Santiago,Cuevas/Maule,7,3,161.0,185.0,0,8677192,
240000000,6743,298879,Santiago,Carmen/Barretos,5,3,190.0,250.0,1,8677225,
88000000,2473,109589,Pudahuel,LosTricahues,3,2,65.0,90.0,2,6431360,
74000000,2079,92154,Maipú,BanderaChilena,4,2,50.0,69.0,1,9674826,alejandra escanilla garrido
448434000,12600,558448,LaReina,SectorBlestGanaL3CastilloVelasco,3,2,228.0,451.0,3,9153550,Bello Propiedades Gestión Inmobiliaria
240232500,6750,299169,Buin,AltoSacramento,4,3,119.0,220.0,2,9140364,
227776000,6400,283656,LasCondes,MartíndeZamora/lareconquista,2,1,60.0,80.0,0,10327869,Kinast Propiedades
130000000,3653,161893,Lampa,LosHalcones,3,1,85.0,180.0,3,10284765,Alessandro Matteucci Cajas
273000000,7671,339975,Peñalolén,LosJardineros,4,2,250.0,500.0,4,7742050,Helena de Troya
180000000,5058,224159,LoPrado,LosPlátanosxxx6,8,8,139.0,282.0,3,7844718,
286499500,8050,356786,Peñalolén,ElOlivillo5956,5,3,131.0,241.0,1,5311878,Arévalo Propiedades
120000000,3372,149440,Maipú,CerroBlanco,2,2,75.0,149.0,1,10084070,Codalu Propiedades
120000000,3372,149440,Maipú,CerroBarón,4,2,82.0,104.0,1,10081031,Codalu Propiedades
120000000,3372,149440,PuenteAlto,AvenidaLasNievesOriente,3,3,84.0,120.0,1,10080601,Codalu Propiedades
743831000,20900,926315,LoBarnechea,CaminodelYunque,4,3,225.0,700.0,2,7086037,Platoni y Bonet Propiedades
151257500,4250,188366,SanBernardo,PasajeTurinPoniente,4,2,85.0,155.0,2,8657276,Rodrigo Cañas de la Cerda Propiedades
117589360,3304,146438,PuenteAlto,PasajeIslaNavarino,3,2,102.0,86.0,1,9728294,Margarita Leiva Catalan
355900000,10000,443213,LaFlorida,LasChilcasNorte,3,2,140.0,1000.0,4,8574336,Gilmpb
622825000,17500,775623,Peñalolén,Elembalse,4,3,200.0,2000.0,0,8574183,Gilmpb
176900000,4970,220299,Ñuñoa,Zañartu2740,4,2,100.0,124.0,1,9767097,
960752050,26995,1196453,LoBarnechea,CaminodeLosCastores,6,6,350.0,1000.0,7,7923562,Rsa Gestión Inmobiliaria
178270310,5009,222005,PuenteAlto,Canaldelaluz,3,3,99.0,157.0,2,6175452,Enfoque Propiedades
130000000,3653,161893,PuenteAlto,Aguavivanorte,3,1,75.0,102.0,1,7809524,Enfoque Propiedades
140000000,3934,174346,PuenteAlto,Cabrero,4,1,74.0,162.0,2,8107890,Enfoque Propiedades
122000000,3428,151930,Maipú,Losmoais,3,1,91.0,138.0,1,9302068,
247350500,6950,308033,Buin,CamiloBerriosQuintanilla,3,3,112.0,240.0,2,7970036,Propiedades Abarca
432418500,12150,538504,LaReina,CarlosSilvaVildósola,5,4,140.0,220.0,2,6133981,Equus Gestión Inmobiliaria
203000000,5704,252802,PuenteAlto,Independencia381,4,3,113.0,178.0,2,8189896,Giovanna Pomar
274043000,7700,341274,PuenteAlto,Lamontura,4,3,122.0,374.0,2,6943932,Enfoque Propiedades
93000000,2613,115816,PuenteAlto,PasajelaCañadaOriente,2,2,49.0,80.0,1,8548548,Enfoque Propiedades
569440000,16000,709141,Vitacura,Géminisii,3,2,140.0,310.0,2,5893319,
208201500,5850,259280,Quilicura,EduardoMaira,3,2,145.0,247.0,4,8176688,Margarita Leiva Catalan
164000000,4608,204234,PuenteAlto,Sanmaximo,3,2,89.0,181.0,3,8448868,Enfoque Propiedades
675000000,18966,840598,LaReina,JoséZapiola8774,4,3,150.0,210.0,2,2272898,Helena de Troya
480465000,13500,598337,Peñalolén,AlvaroCasanova355,5,4,220.0,340.0,2,7891532,Equus Gestión Inmobiliaria
170000000,4777,211706,Santiago,Ñuble49,2,1,85.0,100.0,0,6682214,
76000000,2135,94645,PuenteAlto,PasajeQuechua02338,3,2,90.0,110.0,3,6682359,
249130000,7000,310249,Pudahuel,VuelodeCodornizNorte,4,3,137.0,225.0,1,6355152,Promoción Inmobiliaria
360000000,10115,448319,LaCisterna,Esmeralda&AvenidaFernandezAlbano,4,3,270.0,480.0,4,7064113,
160000000,4496,199253,LaCisterna,brisas000,3,1,150.0,331.0,4,7063582,
266925000,7500,332410,Pudahuel,AvenidaPedrodeAretxabala,4,3,129.0,228.0,2,6945383,Promoción Inmobiliaria
1299035000,36500,1617727,LoBarnechea,ContralmiranteFernándezVial/ElTranque,6,5,344.0,702.0,5,12341490,Viel Propiedades dos Ltda.
85000000,2388,105853,Colina,LasAraucarias,2,1,52.0,91.0,0,12341157,Urbalia
366577000,10300,456509,Colina,Santaelenalosnogalesii,3,3,135.0,135.0,2,12341129,Urbalia
444875000,12500,554016,Colina,Colina,6,4,170.0,610.0,3,12339449,Proyecta Propiedades - Santa Elena de Chicureo
87000000,2445,108344,PadreHurtado,valledelaconcagua,3,1,65.0,90.0,2,12337901,Easyprop
462670000,13000,576177,Maipú,libertad377,5,6,217.0,596.0,5,12337835,Easyprop
88000000,2473,109589,PuenteAlto,eyzaguirre,4,2,80.0,100.0,1,12337819,Easyprop
160155000,4500,199446,PadreHurtado,rodolfojaramillo2718,3,3,84.0,169.0,2,12337777,Easyprop
77000000,2164,95890,Maipú,Olimpo,3,2,55.0,93.0,4,12337693,Easyprop
165493500,4650,206094,Maipú,elhelechosur18535,3,1,89.0,200.0,3,12337577,Easyprop
270484000,7600,336842,Maipú,alcaldejoseluisinfantelarrain,3,3,155.0,233.0,4,12337535,Easyprop
125000000,3512,155666,Pudahuel,ElRaulí8575,3,2,90.0,98.0,1,12336409,
150189800,4220,187036,PuenteAlto,Alcántara,4,3,90.0,200.0,2,7741272,
473347000,13300,589473,LasCondes,Puntadeleste//LasCondes,4,2,110.0,258.0,2,12335775,Nexxos
199837850,5615,248864,PuenteAlto,CiudaddelEste,5,3,178.0,264.0,1,12335701,Nexxos
155000000,4355,193026,Ñuñoa,MAP-Sevendecasaesquinaparaproyectoocomercioenñuñoa,3,1,40.0,198.0,2,12335402,Easyprop
126807170,3563,157917,PuenteAlto,Map-SevendeBellaCasa4H,4,3,80.0,105.0,3,12335381,Easyprop
266925000,7500,332410,Huechuraba,MAP-SeVendeHermosaCasa3D,3,3,107.0,180.0,2,12335308,Easyprop
220000000,6182,273973,Conchalí,MAP-SevendeHermosayampliacasa5H,5,2,182.0,250.0,4,12335276,Easyprop
151257500,4250,188366,LaFlorida,Sevendeterrenourbanizadode450m2,6,3,450.0,450.0,0,12334556,Easyprop
80077500,2250,99723,PuenteAlto,SanHugo/NemesioVicuña,3,1,62.0,74.0,0,12334482,Aleida Lama Propiedades
201083500,5650,250415,PuenteAlto,av.canaldelaluz3640,3,3,99.0,300.0,3,12333894,Easyprop
496480500,13950,618282,LaFlorida,Venezuela,7,4,206.0,1000.0,6,12333790,Houm
286499500,8050,356786,Santiago,Antupiren,4,2,119.0,182.0,2,12332975,
78120050,2195,97285,LoEspejo,Av.PadreAlbertoHurtado7404,3,1,74.0,160.0,4,10538738,Propiedades Roca.cl
130000000,3653,161893,Maipú,EduardoFreiCercanoAlfredoSilvaCarvallo,4,2,84.0,90.0,2,6529581,Unne
56000000,1573,69738,LaGranja,IslaHumos8654,3,1,53.0,63.0,0,10633012,
110329000,3100,137396,PuenteAlto,Lomasdelviento,3,1,56.0,90.0,1,12330886,Propital
1352064100,37990,1683766,LaReina,Plazachileperu,6,3,295.0,1150.0,0,5351609,Nativo Propiedades
925340000,26000,1152354,Ñuñoa,Hernancortes//pedrodevaldivia,11,4,567.0,702.0,1269,9275128,Unne
115000000,3231,143213,Maipú,CalleEleodoroRodriguezMatte,3,2,62.0,100.0,1,12330013,
150000000,4215,186800,LaFlorida,BosqueChileno2478,3,2,65.0,105.0,1,12329293,Asesoría Inmob.catalantorres
551645000,15500,686980,LasCondes,ManquehueSur/AlonsodeCamargo,4,3,200.0,500.0,3,12327338,Bofill y  Asociados Ltda
284720000,8000,354570,LaReina,Paulajaraquemada,3,1,88.0,275.0,0,12327234,Bofill y  Asociados Ltda
745000000,20933,927771,LasCondes,LaForestaOriente/FranciscoBulnesCorrea,6,5,180.0,542.0,2,12327057,Bofill y  Asociados Ltda
391490000,11000,487534,LasCondes,JumboBilbao,3,2,122.0,226.0,2,12326876,Bofill y  Asociados Ltda
261586500,7350,325762,Providencia,ManuelMontt-EliodoroYañez,3,1,91.0,91.0,0,12326791,Bofill y  Asociados Ltda
319954100,8990,398448,LaReina,MetroPrincipedeGales,4,2,119.0,165.0,1,12325852,Bofill y  Asociados Ltda
1204721500,33850,1500276,LoBarnechea,CerroPandeAzucar/ManquehueOriente,6,7,520.0,832.0,0,12325737,Bofill y  Asociados Ltda
632790200,17780,788033,Providencia,EliecerParadayhernandodeaguirre,4,3,281.0,500.0,4,12325630,Bofill y  Asociados Ltda
444875000,12500,554016,Vitacura,ElAromo/LoBeltran,5,4,130.0,150.0,2,12324817,Viel Propiedades dos Ltda.
396828500,11150,494182,LasCondes,Parnell,3,3,113.0,253.0,2,12323696,Sgq Propiedades
65841500,1850,81994,Quilicura,Salesianos,2,1,80.0,56.0,1,9513451,Unne
1281240000,36000,1595567,Vitacura,FranciscodeAguirre/Espoz,5,5,330.0,560.0,4,12324634,Viel Propiedades dos Ltda.
398608000,11200,496399,LasCondes,LosDominicos/Torremolinos,3,2,75.0,229.0,3,12324534,Viel Propiedades dos Ltda.
202863000,5700,252631,QuintaNormal,JuanaQuinel01730,6,2,299.0,390.0,6,12323681,
1263445000,35500,1573406,LasCondes,Cerrosanluis,4,4,168.0,233.0,3,12323629,Viel Propiedades dos Ltda.
82000000,2304,102117,PuenteAlto,PuenteAlto,4,2,48.0,123.0,2,12322314,Agente Propiedades
109000000,3063,135741,CaleradeTango,CaleradeTango,4,2,90.0,140.0,1,12322145,Agente Propiedades
160000000,4496,199253,Melipilla,Melipilla,3,3,140.0,160.0,2,12322134,Agente Propiedades
125000000,3512,155666,Recoleta,Recoleta,4,2,100.0,245.0,6,12322129,Agente Propiedades
118000000,3316,146949,Melipilla,Melipilla,6,3,120.0,140.0,1,12322127,Agente Propiedades
65000000,1826,80946,Lampa,alcaldejosesolano,2,1,55.0,70.0,1,12319493,Unne
85416000,2400,106371,SanBernardo,Franciscoencinaponiente,5,2,98.0,107.0,1,12318063,Easyprop
156596000,4400,195014,LaFlorida,Callelasmagnoliaslaflorida,4,2,123.0,181.0,1,12318017,Easyprop
